,0,1,2
0,Sun_Myung_Moon_0001.png,Sun_Myung_Moon_0001_m.png,1
1,Tony_Blair_0117.png,Tony_Blair_0117_m.png,1
2,Gray_Davis_0014.png,Gray_Davis_0014_m.png,1
3,Pat_Riley_0001.png,Pat_Riley_0001_m.png,1
4,Leslie_Moonves_0002.png,Leslie_Moonves_0002_m.png,1
5,Keanu_Reeves_0010.png,Keanu_Reeves_0010_m.png,1
6,Scott_McClellan_0001.png,Scott_McClellan_0001_m.png,1
7,Binyamin_Ben-Eliezer_0004.png,Binyamin_Ben-Eliezer_0004_m.png,1
8,Hans_Eichel_0001.png,Hans_Eichel_0001_m.png,1
9,Tony_Blair_0061.png,Tony_Blair_0061_m.png,1
10,Raag_Singhal_0001.png,Raag_Singhal_0001_m.png,1
11,Jennifer_Capriati_0017.png,Jennifer_Capriati_0017_m.png,1
12,Alison_Krauss_0001.png,Alison_Krauss_0001_m.png,1
13,Silvio_Berlusconi_0011.png,Silvio_Berlusconi_0011_m.png,1
14,Michelle_Yeoh_0004.png,Michelle_Yeoh_0004_m.png,1
15,Leon_LaPorte_0001.png,Leon_LaPorte_0001_m.png,1
16,Chris_Kolanas_0001.png,Chris_Kolanas_0001_m.png,1
17,Jacques_Chirac_0048.png,Jacques_Chirac_0048_m.png,1
18,Kathleen_Abernathy_0001.png,Kathleen_Abernathy_0001_m.png,1
19,Michael_Lopez-Alegria_0001.png,Michael_Lopez-Alegria_0001_m.png,1
20,George_W_Bush_0108.png,George_W_Bush_0108_m.png,1
21,Pervez_Musharraf_0015.png,Pervez_Musharraf_0015_m.png,1
22,Bertrand_Bonello_0001.png,Bertrand_Bonello_0001_m.png,1
23,Malcolm_Glazer_0001.png,Malcolm_Glazer_0001_m.png,1
24,Patrick_Rafter_0001.png,Patrick_Rafter_0001_m.png,1
25,Lucas_Wysocki_0001.png,Lucas_Wysocki_0001_m.png,1
26,Dick_Smothers_0001.png,Dick_Smothers_0001_m.png,1
27,Tariq_Aziz_0005.png,Tariq_Aziz_0005_m.png,1
28,Darryl_McDaniels_0001.png,Darryl_McDaniels_0001_m.png,1
29,Vladimir_Putin_0015.png,Vladimir_Putin_0015_m.png,1
30,Justin_Leonard_0001.png,Justin_Leonard_0001_m.png,1
31,Armando_Carrillo_0001.png,Armando_Carrillo_0001_m.png,1
32,Kristanna_Loken_0005.png,Kristanna_Loken_0005_m.png,1
33,Tommy_Franks_0008.png,Tommy_Franks_0008_m.png,1
34,Sergio_Vieira_De_Mello_0003.png,Sergio_Vieira_De_Mello_0003_m.png,1
35,Hugo_Chavez_0066.png,Hugo_Chavez_0066_m.png,1
36,Joschka_Fischer_0010.png,Joschka_Fischer_0010_m.png,1
37,Joe_Lieberman_0003.png,Joe_Lieberman_0003_m.png,1
38,Raoul_Ruiz_0003.png,Raoul_Ruiz_0003_m.png,1
39,Yingfan_Wang_0001.png,Yingfan_Wang_0001_m.png,1
40,Jean_Chretien_0022.png,Jean_Chretien_0022_m.png,1
41,Gregory_Hines_0002.png,Gregory_Hines_0002_m.png,1
42,Ashanti_0005.png,Ashanti_0005_m.png,1
43,Julie_Gerberding_0003.png,Julie_Gerberding_0003_m.png,1
44,Bill_Stein_0001.png,Bill_Stein_0001_m.png,1
45,Kim_Ryong-sung_0007.png,Kim_Ryong-sung_0007_m.png,1
46,Colin_Powell_0008.png,Colin_Powell_0008_m.png,1
47,Michelle_Kwan_0005.png,Michelle_Kwan_0005_m.png,1
48,Alan_Ball_0001.png,Alan_Ball_0001_m.png,1
49,Dick_Cheney_0006.png,Dick_Cheney_0006_m.png,1
50,Serge_Klarsfeld_0001.png,Serge_Klarsfeld_0001_m.png,1
51,Arminio_Fraga_0001.png,Arminio_Fraga_0001_m.png,1
52,Anzori_Kikalishvili_0001.png,Anzori_Kikalishvili_0001_m.png,1
53,John_Reid_0003.png,John_Reid_0003_m.png,1
54,Alistair_MacDonald_0001.png,Alistair_MacDonald_0001_m.png,1
55,Winona_Ryder_0005.png,Winona_Ryder_0005_m.png,1
56,Gideon_Black_0001.png,Gideon_Black_0001_m.png,1
57,Nida_Blanca_0001.png,Nida_Blanca_0001_m.png,1
58,Vanessa_Incontrada_0004.png,Vanessa_Incontrada_0004_m.png,1
59,George_W_Bush_0205.png,George_W_Bush_0205_m.png,1
60,Ted_Maher_0001.png,Ted_Maher_0001_m.png,1
61,Amy_Cotton_0001.png,Amy_Cotton_0001_m.png,1
62,Antonio_Banderas_0003.png,Antonio_Banderas_0003_m.png,1
63,Rogerio_Romero_0002.png,Rogerio_Romero_0002_m.png,1
64,Khalid_Qazi_0001.png,Khalid_Qazi_0001_m.png,1
65,Donald_Keyser_0001.png,Donald_Keyser_0001_m.png,1
66,Dean_Jacek_0001.png,Dean_Jacek_0001_m.png,1
67,Nicanor_Duarte_Frutos_0007.png,Nicanor_Duarte_Frutos_0007_m.png,1
68,Winona_Ryder_0021.png,Winona_Ryder_0021_m.png,1
69,John_Kerry_0008.png,John_Kerry_0008_m.png,1
70,Nancy_Pelosi_0011.png,Nancy_Pelosi_0011_m.png,1
71,Amelie_Mauresmo_0009.png,Amelie_Mauresmo_0009_m.png,1
72,Luiz_Inacio_Lula_da_Silva_0015.png,Luiz_Inacio_Lula_da_Silva_0015_m.png,1
73,Elinor_Caplan_0001.png,Elinor_Caplan_0001_m.png,1
74,Colin_Powell_0147.png,Colin_Powell_0147_m.png,1
75,Tassos_Papadopoulos_0002.png,Tassos_Papadopoulos_0002_m.png,1
76,Nelson_Acosta_0001.png,Nelson_Acosta_0001_m.png,1
77,Ashley_Judd_0001.png,Ashley_Judd_0001_m.png,1
78,Ariel_Sharon_0029.png,Ariel_Sharon_0029_m.png,1
79,Dennis_Miller_0001.png,Dennis_Miller_0001_m.png,1
80,Thomas_Kelly_0001.png,Thomas_Kelly_0001_m.png,1
81,Tony_Blair_0079.png,Tony_Blair_0079_m.png,1
82,George_W_Bush_0328.png,George_W_Bush_0328_m.png,1
83,David_Heymann_0004.png,David_Heymann_0004_m.png,1
84,George_W_Bush_0426.png,George_W_Bush_0426_m.png,1
85,Jose_Maria_Aznar_0017.png,Jose_Maria_Aznar_0017_m.png,1
86,Carrie-Anne_Moss_0001.png,Carrie-Anne_Moss_0001_m.png,1
87,Hans_Blix_0006.png,Hans_Blix_0006_m.png,1
88,Mike_Montgomery_0002.png,Mike_Montgomery_0002_m.png,1
89,Lester_Holt_0001.png,Lester_Holt_0001_m.png,1
90,John_Ashcroft_0002.png,John_Ashcroft_0002_m.png,1
91,Monica_Bellucci_0003.png,Monica_Bellucci_0003_m.png,1
92,Meryl_Streep_0006.png,Meryl_Streep_0006_m.png,1
93,Nanni_Moretti_0001.png,Nanni_Moretti_0001_m.png,1
94,Stephane_Delajoux_0001.png,Stephane_Delajoux_0001_m.png,1
95,Justin_Guarini_0002.png,Justin_Guarini_0002_m.png,1
96,Ahmed_Lopez_0001.png,Ahmed_Lopez_0001_m.png,1
97,Lisa_Marie_Presley_0001.png,Lisa_Marie_Presley_0001_m.png,1
98,Vaclav_Klaus_0002.png,Vaclav_Klaus_0002_m.png,1
99,Ariel_Sharon_0019.png,Ariel_Sharon_0019_m.png,1
100,Johnny_Tapia_0002.png,Johnny_Tapia_0002_m.png,1
101,Anne_Krueger_0001.png,Anne_Krueger_0001_m.png,1
102,Kofi_Annan_0019.png,Kofi_Annan_0019_m.png,1
103,Liza_Minnelli_0005.png,Liza_Minnelli_0005_m.png,1
104,Bill_Simon_0011.png,Bill_Simon_0011_m.png,1
105,Michael_Powell_0002.png,Michael_Powell_0002_m.png,1
106,Naomi_Watts_0015.png,Naomi_Watts_0015_m.png,1
107,Colin_Powell_0033.png,Colin_Powell_0033_m.png,1
108,Ludivine_Sagnier_0001.png,Ludivine_Sagnier_0001_m.png,1
109,Faye_Wong_0001.png,Faye_Wong_0001_m.png,1
110,Vojislav_Kostunica_0002.png,Vojislav_Kostunica_0002_m.png,1
111,Colin_Powell_0045.png,Colin_Powell_0045_m.png,1
112,Mahmoud_Abbas_0021.png,Mahmoud_Abbas_0021_m.png,1
113,Rainer_Schuettler_0002.png,Rainer_Schuettler_0002_m.png,1
114,Arnold_Schwarzenegger_0035.png,Arnold_Schwarzenegger_0035_m.png,1
115,Steve_Phillips_0001.png,Steve_Phillips_0001_m.png,1
116,Alfredo_di_Stefano_0001.png,Alfredo_di_Stefano_0001_m.png,1
117,Michael_Jordan_0001.png,Michael_Jordan_0001_m.png,1
118,Billy_Andrade_0001.png,Billy_Andrade_0001_m.png,1
119,John_Swofford_0002.png,John_Swofford_0002_m.png,1
120,Mark_Wahlberg_0003.png,Mark_Wahlberg_0003_m.png,1
